Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Price,DistrictId
18,3594,4,192.0,1,178999.8230944986,169
11,3097,0,,0,113913.8291053344,27
18,3746,9,75.0,3,226129.5264396888,143
23,5067,4,,2,344406.4821863833,56
6,1437,3,,0,120374.63211368554,23
2,629,1,,0,67343.13387802825,27
38,4788,2,,0,239621.68076773683,67
34,7759,0,229.0,1,187992.360092786,53
17,4017,7,800.0,2,256535.0570997389,142
22,6398,141,1046.0,3,169717.49171276778,30
43,10621,1,30.0,2,185203.26749262543,3
1,264,0,,0,239974.7178754929,1
25,4756,16,2857.0,5,88871.75022974373,0
23,5067,4,,2,292859.6770277771,56
21,4346,2,165.0,1,402907.39050514007,8
2,475,0,,0,104300.8936089352,23
0,186,0,,0,197507.56592730887,93
25,5027,4,46.0,1,354114.65495713893,109
5,1564,0,540.0,0,192752.04348657085,6
27,4798,0,30.0,2,292148.2479993152,128
27,5148,14,1575.0,5,305421.67240076204,97
21,4472,6,1450.0,4,321488.5604491587,118
23,5735,3,1084.0,0,122670.47153604918,58
24,4378,0,1036.0,1,201994.89851177792,44
26,4439,1,1130.0,1,151959.71208966756,8
6,1437,3,,0,284488.5640507825,74
5,1564,0,540.0,0,130636.71051921212,6
31,7010,5,4508.0,3,331781.84172596066,86
25,4756,16,2857.0,5,190773.10600064468,179
43,8429,3,,3,293836.3788425565,88
6,1437,3,,0,155047.36309985848,23
27,5148,14,1575.0,5,222341.93249326013,132
1,264,0,,0,130365.45655916724,1
37,7687,11,176.0,5,243697.54513390013,20
5,1564,0,540.0,0,222487.6340104733,6
5,1564,0,540.0,0,120738.9379225169,6
33,5261,0,240.0,3,211669.1883185007,1
15,2787,2,520.0,0,526680.918603136,38
34,7065,1,750.0,2,137111.3481224868,52
26,3889,6,705.0,3,594565.2997696798,63
9,1892,0,,0,129512.69384757183,27
25,3478,11,2729.0,3,209399.2220287459,125
21,4346,2,165.0,1,396107.47863712296,8
22,6398,141,1046.0,3,180315.1908774707,30
50,12238,8,1970.0,2,117904.90417882426,66
74,19083,2,,5,343039.65615157795,13
46,7960,6,350.0,3,480684.26017267787,111
23,5212,6,,3,165911.1630485483,138
25,5027,4,46.0,1,387107.550204528,108
1,264,0,,0,167019.73361766554,1
22,6398,141,1046.0,3,197241.12388996888,30
17,3079,59,2890.0,0,215108.3188278832,134
25,5027,4,46.0,1,196257.45438693927,109
21,4346,2,165.0,1,179549.28651877298,78
25,6149,0,,0,139069.61416089998,93
1,264,0,,0,214608.94852157103,1
35,5776,1,2078.0,2,152186.3040361873,99
2,629,1,,0,149413.21068021213,27
30,6207,1,1183.0,1,268723.1576769648,28
31,5569,0,,1,185626.43031164983,55
1,264,0,,0,233523.19605924585,1
47,11319,0,1145.0,3,203657.9427821248,46
21,4231,14,1020.0,0,364020.41854424897,167
37,5288,0,1937.0,3,167300.0880975335,90
1,264,0,,0,162752.3333885782,1
53,13670,4,,1,268202.8885550532,25
1,264,0,,0,142843.98810948143,1
1,264,0,,0,147862.4060221021,1
6,1437,3,,0,166111.456185451,23
36,10055,3,,1,195619.43618580067,41
39,10418,9,900.0,1,211528.0606233873,7
53,14892,4,,1,171280.57220597155,96
38,4788,2,,0,248320.37391193773,67
22,4789,2,4087.0,4,294694.74132705765,84
66,10573,1,1322.0,3,223528.9825796605,110
24,4860,1,80.0,0,216660.1937709989,44
30,6207,1,1183.0,1,189212.7976444236,28
30,5285,0,645.0,6,274139.06587537576,54
30,6207,1,1183.0,1,226513.8899636938,28
25,5027,4,46.0,1,378901.9743161081,108
52,10311,6,,1,226015.0522068328,61
17,3079,59,2890.0,0,218414.67308743115,134
43,8429,3,,3,175412.16753499993,94
22,4789,2,4087.0,4,126701.79995070751,84
34,7065,1,750.0,2,186142.08714358576,52
39,7614,3,,1,182468.15245935923,62
25,4724,2,1308.0,1,230594.3331039057,44
38,4788,2,,0,200172.94773334856,80
36,10055,3,,1,400151.06890402327,41
30,5048,9,325.0,2,153566.60438739503,79
22,6398,141,1046.0,3,205978.53973848696,30
34,7759,0,229.0,1,359462.8243517439,53
36,10055,3,,1,203646.50426634925,41
2,629,1,,0,80331.10787143925,62
6,1437,3,,0,98243.4723141994,23
41,6558,7,1548.0,3,480940.0758387917,101
27,4798,0,30.0,2,122650.94908721956,128
11,3097,0,,0,137784.6048469188,27
1,264,0,,0,161434.87761022744,1
6,1437,3,,0,113789.56173836108,23
5,1564,0,540.0,0,190424.85295818944,6
36,6714,2,2672.0,0,397220.3147049583,26
9,1892,0,,0,302211.2608868957,27
31,7010,5,4508.0,3,455264.8826664848,86
36,6714,2,2672.0,0,287840.3924546103,26
39,10418,9,900.0,1,187809.6289319368,7
16,3893,27,,3,220435.55270614548,146
19,3806,4,,0,156006.81873484305,161
7,1660,39,1786.0,1,237513.6069274207,188
23,5067,4,,2,96083.99354908732,56
1,264,0,,0,135805.18159021332,1
22,6398,141,1046.0,3,192022.6846408205,189
53,13670,4,,1,275893.4197200652,34
31,5569,0,,1,335262.4125895629,55
9,1892,0,,0,145700.62016958132,27
6,1437,3,,0,210437.31622307227,23
52,11217,1,2300.0,1,295062.9734011698,85
33,5261,0,240.0,3,201063.12982512356,1
28,6533,1,1015.0,2,203027.218267343,11
25,6149,0,,0,132149.87869931542,93
43,8429,3,,3,177129.54753035112,94
25,5027,4,46.0,1,84747.82408300624,108
18,3746,9,75.0,3,259551.2910125627,143
46,9515,5,,1,468595.0390488088,48
53,14892,4,,1,312582.4759356877,96
5,1564,0,540.0,0,130953.10909572068,6
1,264,0,,0,273402.48784420226,1
46,9515,5,,1,206779.5720207908,48
28,6533,1,1015.0,2,262780.1653671185,11
0,168,0,,0,65608.07412895381,23
22,6398,141,1046.0,3,264800.43361132126,189
9,1892,0,,0,137825.67382191654,27
25,5648,1,30.0,2,130621.25619050262,9
6,1437,3,,0,162983.29395157692,74
0,168,0,,0,90834.35100767128,23
53,14892,4,,1,274302.84176548163,27
26,3889,6,705.0,3,85312.11075853548,63
25,5648,1,30.0,2,266056.176929213,9
36,5992,0,,1,263890.5824468184,11
39,7614,3,,1,340633.8126969049,70
47,8004,3,125.0,3,291544.4811657549,21
35,7715,4,990.0,0,215544.6891942117,2
52,10311,6,,1,193247.80147331167,61
30,7538,87,4702.0,5,482696.8299888612,157
6,1437,3,,0,124780.3917482172,23
6,1437,3,,0,159828.1200499483,74
2,629,1,,0,120069.42213256884,27
53,13670,4,,1,238217.710361066,25
66,10573,1,1322.0,3,199690.74952829035,119
1,264,0,,0,149677.9914540271,1
42,7651,1,,1,152784.68369458144,119
74,19083,2,,5,138458.8711067003,13
19,3806,4,,0,213654.1765274207,45
5,1564,0,540.0,0,127563.34407638593,6
6,1437,3,,0,101008.75528181175,23
23,5735,3,1084.0,0,136477.72431145306,8
35,7077,56,2301.0,3,266034.3947816079,163
36,10055,3,,1,293973.84543427767,41
30,5285,0,645.0,6,178860.59150720245,84
5,1564,0,540.0,0,129815.37136190989,6
0,168,0,,0,86633.32192294871,23
23,5212,6,,3,231737.2635386056,45
50,12238,8,1970.0,2,208053.6933161852,24
43,10621,1,30.0,2,203727.2572163929,3
31,5569,0,,1,248558.1784497048,55
37,5288,0,1937.0,3,194240.534503046,90
24,4378,0,1036.0,1,272097.7715649204,41
1,388,0,,0,105385.01936440164,23
25,5648,1,30.0,2,219577.83042153408,9
21,5731,0,,1,180946.6336837712,15
6,1437,3,,0,106323.01418309716,23
5,1564,0,540.0,0,153201.76785645695,6
13,2514,19,,0,356050.6974110829,164
5,1564,0,540.0,0,133166.01282622677,6
1,264,0,,0,139431.90925012634,1
43,10621,1,30.0,2,214254.5541423669,3
24,4378,0,1036.0,1,271050.0227536516,44
2,629,1,,0,113384.54220449766,27
11,3097,0,,0,147194.29799559445,27
5,1564,0,540.0,0,136316.54881323842,6
43,10621,1,30.0,2,170511.22057756878,93
0,186,0,,0,198524.44747128373,93
52,10311,6,,1,252355.6069306068,169
1,264,0,,0,168828.23200880145,1
2,469,0,,0,181108.6708313946,27
2,475,0,,0,129579.9286701652,23
6,1437,3,,0,256017.8137527494,23
27,5664,48,2300.0,3,208844.90250428085,130
22,6398,141,1046.0,3,64927.35871142701,30
6,1437,3,,0,162005.09611344655,23
50,12238,8,1970.0,2,188165.98765405925,66
49,11395,3,1406.0,3,167707.2845679715,57
52,10311,6,,1,210396.82223641803,61
9,1952,1,1430.0,3,170405.92695920749,58
53,14892,4,,1,223005.61655041896,96
5,1564,0,540.0,0,142811.25224903118,6
17,3079,59,2890.0,0,384184.61294484674,134
37,5288,0,1937.0,3,166750.6048079646,90
6,1437,3,,0,113252.74781045454,23
36,6714,2,2672.0,0,200379.4894835241,138
36,10055,3,,1,216385.6218100028,44
30,6564,1,,0,146833.1730439508,91
28,7287,5,320.0,1,263915.60928364296,37
34,7759,0,229.0,1,199988.23270257167,53
6,1437,3,,0,98362.99563488016,23
4,915,0,,0,122075.42629639432,27
5,1564,0,540.0,0,136562.34637427534,6
43,7227,0,,1,164872.17808526356,87
29,6566,7,1894.0,4,145803.82822648005,75
0,168,0,,0,66969.10112351821,23
24,4860,1,80.0,0,235776.14886593664,44
53,13670,4,,1,260051.7579922333,34
35,7715,4,990.0,0,156647.13097834267,59
2,629,1,,0,139132.44586368336,62
46,10309,1,240.0,1,247024.32172417676,47
0,168,0,,0,91775.32107626936,23
22,6398,141,1046.0,3,117454.05488752904,30
1,264,0,,0,246595.4431444425,1
28,6533,1,1015.0,2,207260.01639702133,101
47,11319,0,1145.0,3,164800.17419719,46
39,10418,9,900.0,1,216133.46386477145,7
2,629,1,,0,139012.87648175194,27
22,6398,141,1046.0,3,177914.7157883562,30
5,1564,0,540.0,0,146456.6459480883,6
1,264,0,,0,200932.350329152,1
8,1497,5,,1,314391.5758589316,36
43,10621,1,30.0,2,151353.30070655813,3
32,5889,10,830.0,4,150040.80511780802,31
32,5889,10,830.0,4,259233.30748759763,103
49,11395,3,1406.0,3,178471.1119338409,57
53,13670,4,,1,415453.7275124675,34
2,629,1,,0,225675.8288349252,62
39,7614,3,,1,252809.3823996293,62
31,6119,4,,1,206284.95489203333,105
30,5048,9,325.0,2,356722.473082328,75
29,6566,7,1894.0,4,260593.9622761759,75
23,5212,6,,3,282454.65735368576,45
4,915,0,,0,112207.53932011608,27
25,5487,3,,0,181779.72035129264,21
53,13670,4,,1,350021.3868254705,9
2,629,1,,0,204607.9119496668,27
31,6137,4,,0,359056.4428112082,46
36,5992,0,,1,136599.43101502585,11
4,915,0,,0,110733.75059936188,27
28,6533,1,1015.0,2,157899.18254834678,101
15,2787,2,520.0,0,187421.70912963612,58
42,7651,1,,1,182694.67607451728,119
52,10311,6,,1,239552.3278671116,61
1,388,0,,0,105259.2137224098,23
1,264,0,,0,168401.9034575152,1
24,4860,1,80.0,0,358884.62591368647,44
14,3369,24,4129.0,0,181279.75260035388,95
74,19083,2,,5,248629.6690652353,13
37,5288,0,1937.0,3,183583.40179534603,90
6,1437,3,,0,116391.10283389312,23
37,6856,84,1940.0,2,573539.7019563065,73
9,1892,0,,0,96245.51614622868,27
24,5469,1,145.0,0,157562.1576956694,113
74,19083,2,,5,145857.43417776554,13
25,5487,3,,0,310719.6968227415,21
49,11395,3,1406.0,3,367223.3534186597,57
24,4860,1,80.0,0,178907.03309995035,61
25,5011,8,730.0,0,166071.89006637686,39
30,6207,1,1183.0,1,391390.26182442025,22
36,6714,2,2672.0,0,234884.02747541628,26
30,6564,1,,0,464543.4801483149,28
0,168,0,,0,91783.64323261924,23
25,4756,16,2857.0,5,286171.7784147811,147
42,9292,3,2620.0,0,89294.96899351143,2
26,4439,1,1130.0,1,151159.07430777643,8
35,7077,56,2301.0,3,221076.19512725665,163
5,1564,0,540.0,0,190048.2585299184,6
24,4378,0,1036.0,1,201895.8191116423,44
28,6533,1,1015.0,2,182214.41703176303,11
14,3369,24,4129.0,0,171709.5324406237,120
34,7759,0,229.0,1,229611.2441376421,53
25,5648,1,30.0,2,122173.24341749473,9
24,5613,5,1340.0,2,298957.1309468562,150
46,7960,6,350.0,3,235441.42863276173,111
23,5212,6,,3,151211.442386451,98
2,629,1,,0,203189.6361705761,27
19,3293,16,628.0,3,297720.313290514,121
6,1437,3,,0,151649.9711212688,23
6,1437,3,,0,161629.15875320745,74
2,629,1,,0,209714.93980432328,27
74,19083,2,,5,273947.2936789109,13
19,3293,16,628.0,3,110861.44872528256,134
22,4789,2,4087.0,4,311640.0619635161,84
8,1497,5,,1,295553.17996266857,36
36,6714,2,2672.0,0,164367.9234294062,26
22,4625,11,3855.0,2,190238.63837665785,148
66,10573,1,1322.0,3,229661.9644160636,99
74,19083,2,,5,246196.0888625157,13
25,5648,1,30.0,2,149310.09819835823,9
17,4017,7,800.0,2,218458.4329067004,33
26,4439,1,1130.0,1,202131.2625618946,8
1,264,0,,0,270802.63649564463,1
11,3097,0,,0,151229.11765771938,27
2,469,0,,0,192308.7279386112,27
16,3433,4,2643.0,4,128758.093005163,5
2,469,0,,0,240645.0134685464,27
43,7227,0,,1,257783.6702755551,83
36,6714,2,2672.0,0,262995.48476032424,26
6,1437,3,,0,184896.1368951622,23
2,629,1,,0,265783.1209655207,27
47,11319,0,1145.0,3,167457.38256865845,46
35,7077,56,2301.0,3,254959.5538673809,60
6,1437,3,,0,166728.07020940213,23
22,6398,141,1046.0,3,236448.58001731648,30
1,264,0,,0,269295.3402883531,1
22,6398,141,1046.0,3,358656.7725417144,30
37,5288,0,1937.0,3,243600.6487906621,3
46,9515,5,,1,418817.004446064,48
5,1564,0,540.0,0,121825.10771693016,6
30,5285,0,645.0,6,210079.66895202376,84
2,475,0,,0,273307.2490927096,23
41,6558,7,1548.0,3,180026.27472052464,101
0,168,0,,0,131225.01747435462,23
30,6207,1,1183.0,1,202717.1746204752,22
1,264,0,,0,249063.80194817216,1
23,4583,3,,3,222907.7513803397,47
30,6564,1,,0,174349.01740647617,91
36,6714,2,2672.0,0,214439.61236821147,111
25,5648,1,30.0,2,275717.9809361376,9
41,6558,7,1548.0,3,292432.963597857,101
47,8004,3,125.0,3,240055.2793474645,21
53,13670,4,,1,190443.7236542221,34
2,629,1,,0,210750.38621592725,27
19,3293,16,628.0,3,219777.07338968164,121
10,2277,2,1547.0,0,170158.20055369954,29
28,6533,1,1015.0,2,142974.39817464075,101
46,7960,6,350.0,3,233599.1159750625,32
50,12238,8,1970.0,2,174918.16637485664,24
25,5011,8,730.0,0,148532.76014617903,39
3,760,1,,0,101924.28348283118,1
5,1564,0,540.0,0,169079.88108863262,6
42,9292,3,2620.0,0,275986.1180244924,2
2,469,0,,0,178431.3665928245,27
6,1437,3,,0,158694.33828508257,23
4,915,0,,0,102192.775958541,27
23,5212,6,,3,430244.25792268687,45
5,1564,0,540.0,0,206020.8096791159,6
35,5776,1,2078.0,2,226708.4079403192,11
9,1892,0,,0,207661.87079580888,27
16,3893,27,,3,170842.81733150684,33
2,629,1,,0,133721.1217146457,62
9,1892,0,,0,149782.29254658072,27
17,3379,9,100.0,0,453286.7648404656,167
25,4724,2,1308.0,1,348547.0765059305,44
46,10309,1,240.0,1,229163.89883713223,47
2,629,1,,0,193208.6130152475,62
26,4439,1,1130.0,1,158608.1062489614,8
29,6566,7,1894.0,4,152403.05258483446,124
4,915,0,,0,112741.9648063664,27
21,5731,0,,1,162194.8137813133,42
23,5735,3,1084.0,0,166809.66564165187,58
23,5212,6,,3,365391.0379398593,45
26,3889,6,705.0,3,158848.16897259234,63
25,4724,2,1308.0,1,286312.3892676643,37
25,5487,3,,0,368975.3489368432,21
33,5261,0,240.0,3,208128.6585291297,1
24,4860,1,80.0,0,329910.44783508946,61
6,1437,3,,0,118652.8958650819,23
5,1564,0,540.0,0,135164.78086817026,6
30,6141,10,262.0,3,169217.73274005795,26
34,7065,1,750.0,2,71608.280722419,52
24,5469,1,145.0,0,387845.7961878021,58
6,1437,3,,0,127298.6144362523,23
30,6141,10,262.0,3,173602.70862850035,109
1,264,0,,0,286808.8982953871,1
1,264,0,,0,198345.4336420184,1
28,7287,5,320.0,1,150018.55160553538,41
1,264,0,,0,241187.2261115308,1
53,14892,4,,1,150891.28635652663,128
4,915,0,,0,159797.94427250006,27
17,3079,59,2890.0,0,338317.8183033971,134
50,12238,8,1970.0,2,159921.44102007255,24
30,7538,87,4702.0,5,390535.4158607039,157
30,6564,1,,0,168109.64391686604,91
43,7227,0,,1,247923.16938811343,87
37,5288,0,1937.0,3,144018.5840420304,3
0,168,0,,0,87806.95719931941,23
31,7010,5,4508.0,3,278126.82349321287,86
26,3889,6,705.0,3,290320.8724619723,63
1,264,0,,0,259699.29771493527,1
53,13670,4,,1,206182.8391406605,34
18,3594,4,192.0,1,200428.0578977397,37
35,7077,56,2301.0,3,200424.05295395112,135
2,469,0,,0,141619.45906022165,27
25,4756,16,2857.0,5,149787.10433075693,0
9,1892,0,,0,98129.97678757556,27
27,4798,0,30.0,2,215723.70837090164,128
23,5067,4,,2,490169.7728107671,56
4,915,0,,0,111874.54996714396,27
31,6137,4,,0,185664.4005671588,46
12,2270,23,2500.0,1,168150.1103617163,4
12,2270,23,2500.0,1,198317.920494248,114
66,10573,1,1322.0,3,118629.68573048768,99
23,5212,6,,3,214595.46686507703,45
47,8004,3,125.0,3,197079.41347756144,21
34,7065,1,750.0,2,163088.78026012113,74
35,7077,56,2301.0,3,254023.54002891952,156
43,10621,1,30.0,2,88274.23201979902,3
29,6566,7,1894.0,4,143671.41691988747,75
23,5212,6,,3,417019.55705774185,45
46,10309,1,240.0,1,339782.21331546555,47
17,2810,9,4849.0,3,185878.37029917547,155
50,12238,8,1970.0,2,191423.40581808265,24
36,5992,0,,1,247249.090873168,11
29,6566,7,1894.0,4,186453.11160473505,75
41,6558,7,1548.0,3,162912.19087885498,11
25,6149,0,,0,162229.26090110542,94
14,3369,24,4129.0,0,240064.61710456977,120
49,11395,3,1406.0,3,277415.99303267826,57
34,7759,0,229.0,1,187099.38086149027,53
16,4048,3,,1,184301.27957792804,47
35,7715,4,990.0,0,186646.63780332071,59
1,388,0,,0,102837.71717560336,23
24,5613,5,1340.0,2,172357.5987264799,49
1,264,0,,0,190205.81873130388,1
1,264,0,,0,264213.55863060657,1
35,7715,4,990.0,0,153017.94491855532,19
25,3478,11,2729.0,3,203629.57253165,29
18,3374,5,620.0,1,239840.32324673067,17
25,5648,1,30.0,2,206198.281666216,9
2,629,1,,0,219223.2034156695,27
2,469,0,,0,184173.05360844824,27
31,6119,4,,1,180344.1641528418,29
43,8429,3,,3,91820.585612144,88
6,1437,3,,0,168381.12417950365,23
22,6398,141,1046.0,3,105921.01821045153,30
9,1892,0,,0,109577.99678794974,27
42,7651,1,,1,323796.2651073197,28
0,168,0,,0,114572.11942627946,23
25,5648,1,30.0,2,189988.8343799054,9
37,7687,11,176.0,5,524279.2401546735,59
30,6141,10,262.0,3,253399.89370127863,109
46,10309,1,240.0,1,205321.62054357227,77
36,10055,3,,1,199659.678032164,41
53,13670,4,,1,242848.6999394827,9
15,2787,2,520.0,0,437797.9266660924,38
25,5648,1,30.0,2,249049.7590691308,9
2,469,0,,0,137288.8286029397,27
47,11319,0,1145.0,3,66831.9943697657,46
17,3379,9,100.0,0,220414.15856675667,167
24,4378,0,1036.0,1,210694.8501062641,41
25,4756,16,2857.0,5,411442.8363471747,81
42,7651,1,,1,192993.25647502727,91
47,8004,3,125.0,3,144418.5360803177,21
5,1564,0,540.0,0,127068.21589272875,6
24,4378,0,1036.0,1,210944.1130212345,41
53,14892,4,,1,164223.49932271548,96
0,168,0,,0,120430.8706355342,23
74,19083,2,,5,368262.01542615576,13
42,9292,3,2620.0,0,505102.5379650004,2
20,4386,14,,1,211672.68392243687,92
46,10309,1,240.0,1,319240.30342226464,47
22,3151,4,2715.0,3,184778.47325243865,145
34,7065,1,750.0,2,130365.026869043,52
8,1986,0,,0,169372.16754177745,9
23,5735,3,1084.0,0,145198.81031396185,58
74,19083,2,,5,199338.2260300992,13
34,7065,1,750.0,2,152737.98484700854,52
43,8429,3,,3,177685.62748649114,94
22,6398,141,1046.0,3,125239.37940017716,30
31,6119,4,,1,142722.43240392837,29
30,5562,0,,0,210061.0815243353,18
22,6398,141,1046.0,3,183096.57730249545,30
25,5487,3,,0,178032.89265551206,21
6,1437,3,,0,158818.81557062425,23
25,5648,1,30.0,2,143235.98152799992,9
47,11319,0,1145.0,3,153924.16235180062,123
36,5992,0,,1,230387.66550946303,11
8,2423,1,32.0,0,122712.5311303349,47
35,5776,1,2078.0,2,140085.34958933765,99
46,10309,1,240.0,1,279593.62869825674,77
46,10309,1,240.0,1,174776.0316673406,77
31,6119,4,,1,154913.04854287536,29
53,14892,4,,1,177723.74136466318,96
31,6119,4,,1,180695.94932273027,29
9,1892,0,,0,164629.19084007578,27
30,5048,9,325.0,2,217125.3382154813,79
9,1892,0,,0,165121.0139572471,27
21,4346,2,165.0,1,212021.2582513829,78
23,5735,3,1084.0,0,175275.56998780175,58
2,629,1,,0,183643.17390371556,27
23,5735,3,1084.0,0,112394.50820713904,58
74,19083,2,,5,246103.408670882,13
49,11395,3,1406.0,3,137651.96566373846,13
24,5613,5,1340.0,2,166133.92716287528,49
33,7976,5,,0,212796.8082960361,10
11,2370,0,,0,230362.5418534128,9
2,629,1,,0,124727.43119879268,62
34,7759,0,229.0,1,262315.0973789846,53
2,469,0,,0,178776.87798956753,27
6,1437,3,,0,217974.69522332595,23
6,1437,3,,0,167878.0111575019,74
24,4378,0,1036.0,1,262758.8458457105,44
0,168,0,,0,74751.37094045969,23
47,11319,0,1145.0,3,232136.77840150337,46
2,629,1,,0,259915.4618968204,27
25,4756,16,2857.0,5,198633.62900969788,147
74,19083,2,,5,190087.9037815587,13
31,6119,4,,1,162082.33432511438,29
2,629,1,,0,207704.50739953923,62
25,4756,16,2857.0,5,130500.69785286723,193
31,6119,4,,1,179651.00371848038,29
43,10621,1,30.0,2,146350.79671894832,93
33,8667,2,,0,317621.4313824406,94
53,14892,4,,1,212008.68139878183,27
1,264,0,,0,264284.17942590825,1
24,4860,1,80.0,0,167161.765763376,44
53,14892,4,,1,173664.7384840965,96
74,19083,2,,5,164463.0395533964,12
46,10309,1,240.0,1,177599.76661965263,47
21,4346,2,165.0,1,181726.76398587693,8
74,19083,2,,5,226109.02754417557,57
4,915,0,,0,173394.19245999018,27
29,6566,7,1894.0,4,333932.62159937224,75
47,8004,3,125.0,3,152005.0825626729,21
46,7960,6,350.0,3,211301.00976707265,32
1,264,0,,0,197792.8781067581,1
18,3594,4,192.0,1,235516.4219305693,169
22,6398,141,1046.0,3,160137.6022856893,30
30,5285,0,645.0,6,437452.97146698966,54
31,5569,0,,1,311644.49226849154,55
49,11395,3,1406.0,3,205768.69195588704,22
46,10309,1,240.0,1,234024.62710592587,77
22,6398,141,1046.0,3,123564.44883735303,30
27,4798,0,30.0,2,302539.8811750922,128
1,264,0,,0,143516.11313283484,1
35,7715,4,990.0,0,72430.5884399969,19
23,5212,6,,3,183518.8369447461,177
33,6783,3,,1,386226.9081151345,19
36,10055,3,,1,75269.22182293552,41
26,4439,1,1130.0,1,205708.06918400055,8
25,5011,8,730.0,0,338046.6503102609,39
7,1660,39,1786.0,1,239493.00968045677,95
31,6119,4,,1,174962.63967931925,29
5,1564,0,540.0,0,136206.66678229775,6
2,629,1,,0,108040.95292472394,62
49,11395,3,1406.0,3,230531.0459806409,57
25,5027,4,46.0,1,542760.885926676,108
31,5569,0,,1,234891.1842470976,55
53,14892,4,,1,301732.1965241101,27
37,6856,84,1940.0,2,217398.2501271405,14
25,5011,8,730.0,0,143375.41391075213,39
21,4472,6,1450.0,4,246097.55284048367,130
22,4625,11,3855.0,2,210411.34434673013,53
43,10621,1,30.0,2,191091.9689723418,3
39,8647,0,810.0,0,253250.7341222307,80
5,1564,0,540.0,0,142065.03479488866,6
5,1564,0,540.0,0,189094.1616509403,6
5,1564,0,540.0,0,167148.08458903298,6
18,3594,4,192.0,1,297735.2549380177,37
2,629,1,,0,164754.4759083077,27
26,3889,6,705.0,3,216429.3211435749,63
25,5648,1,30.0,2,201524.56851770048,9
5,1564,0,540.0,0,229706.6850050141,6
22,4625,11,3855.0,2,351058.31136138673,106
19,3856,10,,2,556931.5399595639,124
31,6119,4,,1,231165.9633881455,112
8,2423,1,32.0,0,163127.10037800265,47
16,3893,27,,3,616857.1354640729,146
29,6566,7,1894.0,4,187990.40642504624,139
30,5285,0,645.0,6,155726.7554401308,0
26,3889,6,705.0,3,220719.57584965567,140
9,1768,0,370.0,0,136584.64399285972,57
2,629,1,,0,107566.83227637602,62
5,1564,0,540.0,0,154603.65911062024,6
5,1564,0,540.0,0,137389.03512766652,6
39,8647,0,810.0,0,197979.1047070552,160
23,5067,4,,2,348249.1226812334,56
30,6564,1,,0,273916.5693595586,28
37,5288,0,1937.0,3,196438.35518646333,90
1,264,0,,0,200728.4962794628,1
6,1437,3,,0,171878.67967713813,1
24,4860,1,80.0,0,194636.0257186577,44
31,6119,4,,1,239503.7273714993,29
23,5212,6,,3,416710.2417058315,45
30,5562,0,,0,186931.11178150197,18
50,12238,8,1970.0,2,329623.5895516644,24
9,1892,0,,0,142370.8772054661,27
52,10311,6,,1,290761.52806687326,61
6,1437,3,,0,103781.33055404648,23
46,7960,6,350.0,3,213393.44980063225,32
31,6137,4,,0,174604.209581904,46
49,11395,3,1406.0,3,291872.4137006557,57
4,915,0,,0,108652.99313567784,27
23,5212,6,,3,292327.0191237874,45
53,13670,4,,1,231496.4599393565,9
49,11395,3,1406.0,3,173907.49738753412,22
25,5648,1,30.0,2,232255.10548064037,9
25,5027,4,46.0,1,493265.91174141073,109
25,5011,8,730.0,0,191808.0751615406,39
66,10573,1,1322.0,3,172864.61181737806,99
27,4798,0,30.0,2,312926.6900570367,128
22,6398,141,1046.0,3,83754.89979670502,30
6,1437,3,,0,166683.80871116393,74
2,629,1,,0,117947.29433065502,62
34,7065,1,750.0,2,198873.1370258137,52
28,6533,1,1015.0,2,195426.35689975412,101
52,10311,6,,1,190428.71034081557,61
43,10621,1,30.0,2,143442.03363391658,3
49,11395,3,1406.0,3,280222.6092399807,57
37,7687,11,176.0,5,273703.361395633,20
74,19083,2,,5,218879.94247932645,12
36,5992,0,,1,183355.86239288465,11
22,6398,141,1046.0,3,399599.70248873264,30
22,6398,141,1046.0,3,190611.46443919337,30
1,388,0,,0,109873.36601963465,23
4,915,0,,0,106518.42161168413,27
6,1437,3,,0,159839.77854666085,23
39,10418,9,900.0,1,168504.9599109566,7
34,7759,0,229.0,1,170847.41676632906,53
22,4789,2,4087.0,4,200759.15503000663,84
14,3369,24,4129.0,0,341421.7918425962,120
23,5735,3,1084.0,0,145664.7081259782,58
49,11395,3,1406.0,3,257484.78307107676,57
28,6533,1,1015.0,2,178429.67526016632,11
26,3889,6,705.0,3,204610.6486302805,140
47,11319,0,1145.0,3,192744.31682748336,123
46,7960,6,350.0,3,189464.78134516423,64
43,7227,0,,1,320744.6317415241,67
35,5776,1,2078.0,2,178517.67552370887,99
29,6566,7,1894.0,4,214944.6195994289,124
53,13670,4,,1,245924.3619501161,34
50,12238,8,1970.0,2,200308.99761351585,66
0,168,0,,0,65932.03469957302,23
19,3806,4,,0,338563.50441538164,45
5,1564,0,540.0,0,168826.79111074618,6
17,4017,7,800.0,2,186441.5642114394,129
24,4860,1,80.0,0,261592.7749958396,44
13,2514,19,,0,130996.19622875082,127
35,5776,1,2078.0,2,147414.25865647508,11
46,9515,5,,1,291778.9267418421,48
30,7538,87,4702.0,5,268256.9666004584,157
1,388,0,,0,73940.5956653482,23
21,4346,2,165.0,1,406384.44520531216,8
25,5648,1,30.0,2,140371.21052947227,9
5,1564,0,540.0,0,136197.11720773744,6
25,5648,1,30.0,2,347736.96894256014,9
